NIT,RAZÓN SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,INGRESOS OPERACIONALES,GANANCIA (PÉRDIDA),TOTAL ACTIVOS,TOTAL PASIVOS,TOTAL PATRIMONIO,Año de Corte
807004307,ECOLOGICAS GRUPO EMPRESARIAL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4799,SERVICIOS,$0.22,$0.21,$0.82,$0.00,$0.82,2021
900388839,HADA INTERNATIONAL S.A.S,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,2023,MANUFACTURA,$0.22,$0.00,$0.20,$0.17,$0.03,2021
900532504,DAVITA S.A.S.,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8621,SERVICIOS,$0.22,$0.01,$0.24,$0.16,$0.08,2021
830031849,PERNOD RICARD COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4632,COMERCIO,$0.22,$0.04,$0.24,$0.16,$0.09,2021
900819727,PES COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,8299,SERVICIOS,$0.22,$0.01,$0.11,$0.08,$0.02,2021
860015204,CIPLAS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2229,MANUFACTURA,$0.22,$0.01,$0.09,$0.06,$0.04,2021
860030605,FIRMENICH S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2029,MANUFACTURA,$0.22,$0.02,$0.16,$0.10,$0.06,2021
900273686,COMERCIALIZADORA MERCALDAS S.A,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,4711,COMERCIO,$0.22,$0.01,$0.09,$0.04,$0.05,2021
830126395,AMERICAS BUSINESS PROCESS SERVICES S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8220,SERVICIOS,$0.22,$0.00,$0.09,$0.05,$0.04,2021
860048626,MINIPAK S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2221,MANUFACTURA,$0.22,$0.03,$0.24,$0.06,$0.18,2021
860040584,GUAICARAMO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,126,AGROPECUARIO,$0.22,$0.06,$0.43,$0.17,$0.26,2021
800194798,ORGANIZACION CLINICA BONNADONA PREVENIR S.A.S.,SUPERSALUD,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,8610,SERVICIOS,$0.22,$0.02,$0.26,$0.15,$0.11,2021
860400008,MOLINO EL LOBO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1051,MANUFACTURA,$0.22,$0.01,$0.13,$0.06,$0.07,2021
860522056,LAMITECH S.A.S.,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,2221,MANUFACTURA,$0.22,$0.01,$0.30,$0.15,$0.15,2021
811020804,CONALTURA CONSTRUCCION Y VIVIENDA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4111,CONSTRUCCIÓN,$0.22,$0.03,$0.55,$0.38,$0.18,2021
900182199,COLGENER SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6499,SERVICIOS,$0.22,$0.22,$0.33,$0.00,$0.33,2021
900074364,COMPAÑIA COMERCIAL UNIVERSAL SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1410,MANUFACTURA,$0.22,$0.01,$0.15,$0.10,$0.05,2021
800059030,AGRICOLA EL RETIRO SAS EN REORGANIZACION,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,122,AGROPECUARIO,$0.22,$0.01,$0.28,$0.07,$0.21,2021
900114676,MINEX COMPAÑIA INTERNACIONAL SAS CI,SUPERSOCIEDADES,Centro - Oriente,NORTE DE SANTANDER,CUCUTA-NORTE DE SANTANDER,4661,COMERCIO,$0.22,$0.01,$0.11,$0.09,$0.02,2021
890400080,CABOT COLOMBIANA S.A.,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,1921,MANUFACTURA,$0.22,$0.03,$0.17,$0.05,$0.12,2021
800198591,BRANCH OF MICROSOFT COLOMBIA INC,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6201,SERVICIOS,$0.22,$0.02,$0.10,$0.08,$0.02,2021
800164590,CELTA SAS,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,SOLEDAD-ATLANTICO,2229,MANUFACTURA,$0.22,$0.00,$0.08,$0.03,$0.05,2021
900233101,CEMENTOS SAN MARCOS S.A.S BIC,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,2394,MANUFACTURA,$0.22,$0.03,$0.25,$0.15,$0.10,2021
817000771,QUIMICOS DEL CAUCA SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,2011,MANUFACTURA,$0.22,$0.01,$0.16,$0.12,$0.04,2021
899999032,ESE HOSPITAL UNIVERSITARIO DE LA SAMARITANA,SUPERSALUD,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8610,SERVICIOS,$0.22,$0.01,$0.33,$0.03,$0.30,2021
800248617,RUQUIM S.A.S.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,SOLEDAD-ATLANTICO,4631,COMERCIO,$0.22,$0.01,$0.04,$0.01,$0.03,2021
900043170,TINTATEX SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MARINILLA-ANTIOQUIA,1313,MANUFACTURA,$0.22,$0.01,$0.15,$0.11,$0.04,2021
860002127,INDUSTRIA COLOMBIANA DE LLANTAS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4530,COMERCIO,$0.22,$0.01,$0.16,$0.09,$0.07,2021
830109723,PAYU COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6311,SERVICIOS,$0.22,$0.02,$0.19,$0.15,$0.04,2021
891856000,CAPRESOCA E.P.S.,SUPERSALUD,Otros,CASANARE,YOPAL-CASANARE,8699,SERVICIOS,$0.22,-$0.01,$0.04,$0.18,-$0.14,2021
800120681,CROYDON COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1522,MANUFACTURA,$0.22,$0.00,$0.13,$0.08,$0.04,2021
900420814,HITSS COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6201,SERVICIOS,$0.22,$0.02,$0.09,$0.06,$0.03,2021
811021654,INTERNEXA SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,6110,SERVICIOS,$0.22,$0.02,$0.52,$0.41,$0.11,2021
890922586,TEXCOMERCIAL - TEXCO S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4690,COMERCIO,$0.21,$0.01,$0.06,$0.03,$0.03,2021
830058315,TREFILADOS DE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2410,COMERCIO,$0.21,$0.01,$0.16,$0.14,$0.03,2021
900268901,CNRIII LTD.SUCURSAL COLOMBIA EN REORGANIZACION,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,510,MINERO,$0.21,$0.06,$0.37,$0.58,-$0.21,2021
800215065,COORDINADORA DE SERVICIOS DE PARQUE CEMENTERIO S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,9603,SERVICIOS,$0.21,$0.01,$0.08,$0.05,$0.03,2021
890303208,CAJA DE COMPENSACIÓN FAMILIAR DEL VALLE DEL CAUCA - COMFAMILIAR ANDI,SUPERSALUD,Costa Pacífica,VALLE,CALI-VALLE,8699,SERVICIOS,$0.21,$0.01,$0.32,$0.13,$0.19,2021
830092963,SUPERPOLO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,2920,MANUFACTURA,$0.21,$0.01,$0.30,$0.13,$0.17,2021
900241676,AUTOMOTRIZ ITALOAMERICA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$0.21,$0.01,$0.09,$0.06,$0.03,2021
830001637,SONDA DE COLOMBIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6202,SERVICIOS,$0.21,$0.01,$0.24,$0.10,$0.14,2021
800019615,SYMRISE LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2029,MANUFACTURA,$0.21,$0.04,$0.23,$0.05,$0.18,2021
800240258,ALBORAUTOS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$0.21,$0.01,$0.07,$0.02,$0.05,2021
890906397,FERRO COLOMBIA S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2011,MANUFACTURA,$0.21,$0.01,$0.21,$0.06,$0.16,2021
890922323,AUTOMONTAÑA SAN,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4511,COMERCIO,$0.21,$0.01,$0.05,$0.03,$0.01,2021
830076882,HP FINANCIAL SERVICES COLOMBIA LLC SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7730,SERVICIOS,$0.21,$0.01,$0.59,$0.50,$0.10,2021
800232356,FAJOBE SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA -CUNDINAMARCA,4643,COMERCIO,$0.21,$0.02,$0.16,$0.07,$0.09,2021
890706833,HOSPITAL FEDERICO LLERAS ACOSTA E.S.E.,SUPERSALUD,Otros,TOLIMA,IBAGUE-TOLIMA,8610,SERVICIOS,$0.21,$0.01,$0.29,$0.06,$0.22,2021
900129117,COMERCIALIZADORA INDUCASCOS SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ITAGUI-ANTIOQUIA,2229,MANUFACTURA,$0.21,$0.01,$0.13,$0.08,$0.05,2021
860523408,SEGURIDAD NAPOLES LTDA,SUPERVIGILANCIA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8010,SERVICIOS,$0.21,$0.01,$0.07,$0.03,$0.04,2021
890110964,ALIMENTOS DEL VALLE SA,SUPERSOCIEDADES,Costa Pacífica,CAUCA,CALOTO-CAUCA,1040,MANUFACTURA,$0.21,$0.00,$0.13,$0.08,$0.05,2021
806009543,UFINET COLOMBIA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6190,SERVICIOS,$0.21,$0.02,$0.47,$0.37,$0.11,2021
890908649,SUN CHEMICAL COLOMBIA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2022,MANUFACTURA,$0.21,$0.01,$0.23,$0.14,$0.10,2021
890900076,CINE COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,5612,SERVICIOS,$0.21,-$0.00,$0.92,$0.51,$0.41,2021
860020309,BECTON DICKINSON DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.21,$0.01,$0.17,$0.08,$0.08,2021
805011222,FERROVIAL CONSTRUCCION SA SUCURSAL COLOMBIA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4210,CONSTRUCCIÓN,$0.21,-$0.03,$0.30,$0.26,$0.04,2021
900599745,STIHL S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,4653,COMERCIO,$0.21,$0.01,$0.09,$0.04,$0.05,2021
800208785,CONGELADOS AGRICOLAS SA CONGELAGRO SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1020,MANUFACTURA,$0.21,$0.00,$0.11,$0.04,$0.07,2021
890301163,DISTRIBUIDORA COLOMBINA LTDA,SUPERSOCIEDADES,Costa Pacífica,VALLE,TULUA-VALLE,4631,COMERCIO,$0.21,$0.00,$0.08,$0.07,$0.02,2021
860002541,CLINICA DE MARLY S A,SUPERFINANCIERA,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,8610,SERVICIOS,$0.21,$0.05,$0.44,$0.08,$0.35,2021
860030808,CHAMPIONX DE COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,2029,MANUFACTURA,$0.21,$0.01,$0.14,$0.05,$0.08,2021
900205377,COMERCIALIZADORA AGROHIERROS SA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,GALAPA-ATLANTICO,4662,COMERCIO,$0.21,$0.02,$0.15,$0.11,$0.04,2021
805026021,CI RTA DESIGN SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,3110,MANUFACTURA,$0.21,$0.01,$0.16,$0.13,$0.03,2021
860032115,CENTRO AUTOMOTOR DIESEL S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4511,COMERCIO,$0.21,$0.01,$0.11,$0.04,$0.08,2021
830041488,ALFA TRADING SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.21,$0.05,$0.21,$0.07,$0.14,2021
805029321,CARIBE SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,JAMUNDI-VALLE,4711,COMERCIO,$0.21,$0.00,$0.08,$0.06,$0.02,2021
901186367,ELANCO COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.21,$0.01,$0.19,$0.04,$0.15,2021
800169352,MERCADEO Y MODA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,1410,MANUFACTURA,$0.21,$0.02,$0.31,$0.22,$0.09,2021
900029130,MERCADOS Y CARNES OR SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,BELLO-ANTIOQUIA,4711,COMERCIO,$0.21,$0.01,$0.04,$0.01,$0.03,2021
901198783,AMERICAS CAR GROUP COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4512,COMERCIO,$0.21,-$0.03,$0.06,$0.08,-$0.03,2021
900265170,SOLUCIONES  BOLIVAR S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6499,SERVICIOS,$0.21,$0.20,$3.31,$0.07,$3.25,2021
891902805,MAZKO S.A.S,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4511,COMERCIO,$0.21,$0.00,$0.06,$0.03,$0.02,2021
900426164,ALIADOS LABORALES SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,7820,SERVICIOS,$0.21,$0.00,$0.01,$0.01,$0.00,2021
900257179,INVERSIONES ESCORIAL S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6494,SERVICIOS,$0.21,$0.22,$1.99,$0.08,$1.91,2021
900020155,INVERSIONES MERCA Z SA,SUPERSOCIEDADES,Costa Pacífica,NARIÑO,TUMACO-NARIÑO,4711,COMERCIO,$0.21,$0.00,$0.05,$0.03,$0.02,2021
823000097,COMERCIALIZADORA MULTIDROGAS DE COLOMBIA S.A.S,SUPERSOCIEDADES,Costa Atlántica,CORDOBA,MONTERIA-CORDOBA,4645,COMERCIO,$0.21,$0.00,$0.05,$0.04,$0.02,2021
900240018,LOS COMUNEROS HOSPITAL UNIVERSITARIO DE BUCARAMANGA,SUPERSALUD,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,8610,SERVICIOS,$0.21,$0.00,$0.09,$0.06,$0.04,2021
860001584,MECANELECTRO SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4719,COMERCIO,$0.21,$0.01,$0.23,$0.07,$0.16,2021
890301918,PEPSI COLA COLOMBIA LTDA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4690,COMERCIO,$0.21,$0.01,$0.16,$0.09,$0.06,2021
900514524,ABBVIE S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4645,COMERCIO,$0.21,-$0.00,$0.20,$0.05,$0.14,2021
890915475,EMPAQUETADURAS Y EMPAQUES S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4690,COMERCIO,$0.21,$0.02,$0.15,$0.08,$0.07,2021
900342064,SOCIEDAD COMERCIALIZADORA DE INSUMOS Y SERVICIOS MÉDICOS S.A.S,SUPERSALUD,Eje Cafetero,RISARALDA,PEREIRA-RISARALDA,8610,SERVICIOS,$0.21,$0.01,$0.24,$0.10,$0.13,2021
900819838,NOVECIENTO SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8299,SERVICIOS,$0.21,$0.20,$0.29,$0.00,$0.28,2021
800187974,COLOMBIA ENERGY DEVELOPMENT CO.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,610,MINERO,$0.21,$0.04,$0.42,$0.15,$0.27,2021
890900098,LANDERS Y CIA S.A. S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,2750,MANUFACTURA,$0.20,$0.02,$0.17,$0.11,$0.06,2021
860508392,SERVIOPTICA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,3250,COMERCIO,$0.20,$0.00,$0.14,$0.07,$0.07,2021
800020762,INVERSORA ANAGRAMA INVERANAGRAMA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6499,SERVICIOS,$0.20,$0.21,$2.30,$0.00,$2.30,2021
800125313,SUMMAR PROCESOS SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,8121,SERVICIOS,$0.20,$0.01,$0.07,$0.04,$0.03,2021
900675423,GRUPO BIOS S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,7010,SERVICIOS,$0.20,$0.22,$1.62,$0.02,$1.60,2021
900699359,NEUROMEDICA SAS,SUPERSALUD,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8621,SERVICIOS,$0.20,$0.01,$0.07,$0.05,$0.02,2021
900265163,INVERSIONES FINANCIERAS BOLIVAR S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6499,SERVICIOS,$0.20,$0.21,$2.30,$0.00,$2.29,2021
800161633,CONSTRUCTORA LAS GALIAS S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4111,CONSTRUCCIÓN,$0.20,$0.16,$1.29,$0.36,$0.93,2021
900801459,EXPERTS COLOMBIA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8220,SERVICIOS,$0.20,$0.01,$0.11,$0.09,$0.03,2021
802000608,SUMINISTROS Y DOTACIONES COLOMBIA S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,4645,COMERCIO,$0.20,$0.01,$0.12,$0.04,$0.08,2021
800136561,URBANIZADORA SANTA FE DE BOGOTA URBANSA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4111,CONSTRUCCIÓN,$0.20,$0.02,$0.44,$0.26,$0.18,2021
900123504,CABLECOL Y CIA SCA,SUPERSOCIEDADES,Centro - Oriente,SANTANDER,GIRON-SANTANDER,4663,COMERCIO,$0.20,$0.01,$0.14,$0.09,$0.06,2021
805028991,SURTIFAMILIAR S A,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4711,COMERCIO,$0.20,$0.00,$0.05,$0.03,$0.02,2021
890920043,TENNIS S.A EN REORGANIZACION,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,ENVIGADO-ANTIOQUIA,1410,MANUFACTURA,$0.20,$0.00,$0.43,$0.28,$0.15,2021
811041369,REDLLANTAS S.A,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4530,COMERCIO,$0.20,$0.01,$0.18,$0.12,$0.06,2021
900696296,CORONA INDUSTRIAL S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6499,SERVICIOS,$0.20,$0.15,$1.33,$0.08,$1.25,2021
860036884,ERNST & YOUNG SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6920,SERVICIOS,$0.20,$0.05,$0.11,$0.05,$0.06,2021
890205952,GAS NATURAL DEL ORIENTE S.A. E.S.P.,SUPERFINANCIERA,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,3520,SERVICIOS,$0.20,$0.03,$0.20,$0.13,$0.07,2021
800035290,EUROCERAMICA SAS,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4663,MANUFACTURA,$0.20,$0.04,$0.21,$0.08,$0.13,2021
836000548,AGROINSUMOS S.A.S,SUPERSOCIEDADES,Costa Pacífica,VALLE,CARTAGO-VALLE,4620,COMERCIO,$0.20,$0.01,$0.08,$0.06,$0.02,2021
900236520,CADENA COMERCIAL OXXO COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4711,COMERCIO,$0.20,-$0.03,$0.22,$0.18,$0.04,2021
890327120,EXTRAS SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,7820,SERVICIOS,$0.20,$0.00,$0.03,$0.02,$0.01,2021
800206584,COMERCIALIZADORA INTERNACIONAL JEANS S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,LA-ESTRELLA -ANTIOQUIA,1410,MANUFACTURA,$0.20,-$0.00,$0.11,$0.10,$0.01,2021
890101138,PELAEZ HERMANOS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4530,COMERCIO,$0.20,$0.03,$0.15,$0.02,$0.13,2021
900294923,AVICOLA TRIPLE A SAS,SUPERSOCIEDADES,Otros,TOLIMA,IBAGUE-TOLIMA,145,AGROPECUARIO,$0.20,-$0.00,$0.17,$0.10,$0.07,2021
860020308,COMESTIBLES RICOS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,1089,MANUFACTURA,$0.20,$0.01,$0.15,$0.07,$0.07,2021
830111367,SUDESPENSA BARRAGAN S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4631,COMERCIO,$0.20,$0.00,$0.16,$0.09,$0.07,2021
890324420,FERRETERIA TUBOLAMINAS SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,4663,COMERCIO,$0.20,$0.02,$0.09,$0.03,$0.06,2021
890901475,DISTRIBUIDORA FARMACEUTICA ROMA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,4645,COMERCIO,$0.20,$0.00,$0.03,$0.02,$0.01,2021
830077389,GIVAUDAN COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4669,COMERCIO,$0.20,-$0.00,$0.13,$0.09,$0.03,2021
890932539,MIRO SEGURIDAD LTDA,SUPERVIGILANCIA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,8010,SERVICIOS,$0.20,$0.00,$0.04,$0.02,$0.02,2021
900334644,NET COMPANY SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,BUGA-VALLE,6190,SERVICIOS,$0.20,$0.00,$0.01,$0.00,$0.00,2021
860054249,REPRESENTACIONES CONTINENTAL S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4632,COMERCIO,$0.20,$0.02,$0.17,$0.10,$0.07,2021
900074316,SOPHOS SOLUTIONS SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6202,SERVICIOS,$0.20,$0.01,$0.08,$0.06,$0.02,2021
900017459,INVERSIONES FALABELLA DE COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,6613,SERVICIOS,$0.20,$0.20,$1.48,$0.05,$1.43,2021
832004104,MAXICASSA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA D.C.-BOGOTA D.C.,4663,COMERCIO,$0.20,$0.02,$0.09,$0.04,$0.04,2021
